Frame 0, Rot 0, Dist 0; 
Frame 1207, Rot 0.00449, Dist 0.0032042; 
Frame 1208, Rot 0.00228664, Dist 0.00731231; 
Frame 1209, Rot 0.00447715, Dist 0.00420968; 
Frame 1210, Rot 0.00659148, Dist 0.00619062; 
Frame 1211, Rot 0.00501515, Dist 0.00525573; 
Frame 1212, Rot 0.00221483, Dist 0.00408339; 
Frame 1213, Rot 0.00383804, Dist 0.00604331; 
Frame 1214, Rot 0.00880885, Dist 0.00649348; 
Frame 1215, Rot 0.00732104, Dist 0.00776217; 
Frame 1216, Rot 0.0115972, Dist 0.00487164; 
Frame 1217, Rot 0.00959554, Dist 0.0059861; 
Frame 1218, Rot 0.00143078, Dist 0.00377194; 
Frame 1219, Rot 0.00595306, Dist 0.00145121; 
Frame 1220, Rot 0.00512206, Dist 0.00233642; 
Frame 1221, Rot 0.00996293, Dist 0.0137962; 
Frame 1222, Rot 0.00866901, Dist 0.00189145; 
Frame 1223, Rot 0.0091908, Dist 0.00845821; 
Frame 1224, Rot 0.000830367, Dist 0.00144275; 
Frame 1225, Rot 0.00659307, Dist 0.00755398; 
Frame 1226, Rot 0.00374925, Dist 0.004319; 
Frame 1227, Rot 0.00136668, Dist 0.00348765; 
Frame 1228, Rot 0.016181, Dist 0.00270692; 
Frame 1229, Rot 0.00305258, Dist 0.00225806; 
Frame 1230, Rot 0.00986221, Dist 0.0053568; 
Frame 1231, Rot 0.00246414, Dist 0.00292475; 
Frame 1232, Rot 0.00307269, Dist 0.00338345; 
Frame 1233, Rot 0.00131825, Dist 0.0029888; 
Frame 1234, Rot 0.00344677, Dist 0.00421211; 
Frame 1235, Rot 0.00192694, Dist 0.00316689; 
Frame 1236, Rot 0.00475068, Dist 0.00322926; 
Frame 1237, Rot 0.00199768, Dist 0.00228755; 
Frame 1238, Rot 0.00353587, Dist 0.00471369; 
Frame 1239, Rot 0.00155599, Dist 0.000654869; 
Frame 1240, Rot 0.00195782, Dist 0.00150524; 
Frame 1241, Rot 0.00550764, Dist 0.00543555; 
Frame 1242, Rot 0.00234487, Dist 0.00122204; 
Frame 1243, Rot 0.00250171, Dist 0.00359125; 
Frame 1244, Rot 0.00499185, Dist 0.00704179; 
Frame 1245, Rot 0.00328957, Dist 0.00185176; 
Frame 1246, Rot 0.00237845, Dist 0.00743616; 
Frame 1247, Rot 0.00288404, Dist 0.00679438; 
Frame 1248, Rot 0.00297942, Dist 0.00405726; 
Frame 1249, Rot 0.00186617, Dist 0.0039504; 
Frame 1250, Rot 0.00153421, Dist 0.00426409; 
Frame 1251, Rot 0.00223513, Dist 0.00499516; 
Frame 1252, Rot 0.00189689, Dist 0.0038881; 
Frame 1253, Rot 0.00351884, Dist 0.00360322; 
Frame 1254, Rot 0.00442727, Dist 0.00230078; 
Frame 1255, Rot 0.00640509, Dist 0.00602876; 
Frame 1256, Rot 0.00319683, Dist 0.00487957; 
Frame 1257, Rot 0.00171645, Dist 0.0057459; 
Frame 1258, Rot 0.0030501, Dist 0.00531717; 
Frame 1259, Rot 0.00234898, Dist 0.00379376; 
Frame 1260, Rot 0.00114839, Dist 0.00322706; 
Frame 1261, Rot 0.000735649, Dist 0.00605445; 
Frame 1262, Rot 0.00219817, Dist 0.00416981; 
Frame 1263, Rot 0.00233417, Dist 0.0044824; 
Frame 1264, Rot 0.00270681, Dist 0.00314736; 
Frame 1265, Rot 0.0015321, Dist 0.00174967; 
Frame 1266, Rot 0.00464846, Dist 0.000438558; 
Frame 1267, Rot 0.00529197, Dist 0.00599564; 
Frame 1268, Rot 0.0183316, Dist 0.00275831; 
Frame 1269, Rot 0.00818189, Dist 0.00104274; 
Frame 1270, Rot 0.00185107, Dist 0.00250873; 
Frame 1271, Rot 0.00248728, Dist 0.00125415; 
Frame 1272, Rot 0.00133085, Dist 0.00166527; 
Frame 1273, Rot 0.00116056, Dist 0.00188888; 
Frame 1274, Rot 0.00874611, Dist 0.00568661; 
Frame 1275, Rot 0.00242185, Dist 0.00176325; 
Frame 1276, Rot 0.0100687, Dist 0.00214162; 
Frame 1277, Rot 0.00794958, Dist 0.00169695; 
Frame 1278, Rot 0.00624598, Dist 0.00480056; 
Frame 1279, Rot 0.00345647, Dist 0.00292344; 
Frame 1280, Rot 0.00337234, Dist 0.00232626; 
Frame 1281, Rot 0.00184776, Dist 0.00246086; 
Frame 1282, Rot 0.0014491, Dist 0.00410608; 
Frame 1283, Rot 0.00205128, Dist 0.00177652; 
Frame 1284, Rot 0.00114246, Dist 0.00232187; 
Frame 1285, Rot 0.0010515, Dist 0.00424541; 
Frame 1286, Rot 0.0021121, Dist 0.00337884; 
Frame 1287, Rot 0.00173996, Dist 0.00300755; 
Frame 1288, Rot 0.00167954, Dist 0.0026904; 
Frame 1289, Rot 0.00370872, Dist 0.0056631; 
Frame 1290, Rot 0.00525112, Dist 0.00462105; 
Frame 1291, Rot 0.00440806, Dist 0.00373709; 
Frame 1292, Rot 0.00416265, Dist 0.00410171; 
Frame 1293, Rot 0.00209212, Dist 0.00476788; 
Frame 1294, Rot 0.00101618, Dist 0.00447291; 
Frame 1295, Rot 0.00103697, Dist 0.00552579; 
Frame 1296, Rot 0.00687763, Dist 0.00432104; 
Frame 1297, Rot 0.00118231, Dist 0.00411676; 
Frame 1298, Rot 0.00157069, Dist 0.0030645; 
Frame 1299, Rot 0.000928348, Dist 0.00195282; 
Frame 1300, Rot 0.000510707, Dist 0.00330591; 
Frame 1301, Rot 0.000688325, Dist 0.00271318; 
Frame 1302, Rot 0.000927619, Dist 0.00254912; 
Frame 1303, Rot 0.000329829, Dist 0.00262284; 
Frame 1304, Rot 0.00798892, Dist 0.0149816; 
Frame 1305, Rot 0.00680048, Dist 0.0203103; 
Frame 1306, Rot 0.000381875, Dist 0.00227252; 
Frame 1307, Rot 0.00096657, Dist 0.00227651; 
Frame 1308, Rot 0.00138833, Dist 0.00138574; 
Frame 1309, Rot 0.00180279, Dist 0.00132912; 
Frame 1310, Rot 0.00127997, Dist 0.00405547; 
Frame 1311, Rot 0.00153453, Dist 0.00192571; 
Frame 1312, Rot 0.00362357, Dist 0.0036974; 
Frame 1313, Rot 0.000506305, Dist 0.00210772; 
Frame 1314, Rot 0.00188864, Dist 0.00223531; 
Frame 1315, Rot 0.00710446, Dist 0.00112667; 
Frame 1316, Rot 0.00651945, Dist 0.0129723; 
Frame 1317, Rot 0.00705193, Dist 0.0173293; 
Frame 1318, Rot 0.00310865, Dist 0.00144786; 
Frame 1319, Rot 0.00646979, Dist 0.0105746; 
Frame 1320, Rot 0.00331805, Dist 0.0144472; 
Frame 1321, Rot 0.00360076, Dist 0.00146685; 
Frame 1322, Rot 0.00363076, Dist 0.00238401; 
Frame 1323, Rot 0.00599399, Dist 0.0100284; 
Frame 1324, Rot 0.00436911, Dist 0.0132583; 
Frame 1325, Rot 0.00253463, Dist 0.00151909; 
Frame 1326, Rot 0.00330977, Dist 0.00188809; 
Frame 1327, Rot 0.0047666, Dist 0.0017775; 
Frame 1328, Rot 0.00356053, Dist 0.00154205; 
Frame 1329, Rot 0.00385681, Dist 0.0091819; 
Frame 1330, Rot 0.00183897, Dist 0.00164835; 
Frame 1331, Rot 0.00439021, Dist 0.014124; 
Frame 1332, Rot 0.0010752, Dist 0.0032795; 
Frame 1333, Rot 0.000978566, Dist 0.00381544; 
Frame 1334, Rot 0.000584788, Dist 0.00242676; 
Frame 1335, Rot 0.000266068, Dist 0.00228359; 
Frame 1336, Rot 0.00193772, Dist 0.00271444; 
Frame 1337, Rot 0.00133473, Dist 0.0022991; 
Frame 1338, Rot 0.00168403, Dist 0.00339445; 
Frame 1339, Rot 0.0016871, Dist 0.00268248; 
Frame 1340, Rot 0.00137713, Dist 0.00174077; 
Frame 1341, Rot 0.000983897, Dist 0.00211396; 
Frame 1342, Rot 0.000747287, Dist 0.00322064; 
Frame 1343, Rot 0.000760204, Dist 0.00288243; 
Frame 1344, Rot 0.00380094, Dist 0.00567316; 
Frame 1345, Rot 0.00446193, Dist 0.00982526; 
Frame 1346, Rot 0.00112359, Dist 0.0022707; 
Frame 1347, Rot 0.000563746, Dist 0.00205614; 
Frame 1348, Rot 0.000855638, Dist 0.00187796; 
Frame 1349, Rot 0.00050695, Dist 0.00198612; 
Frame 1350, Rot 0.000686144, Dist 0.00214298; 
Frame 1351, Rot 0.000690472, Dist 0.00221551; 
Frame 1352, Rot 0.000657601, Dist 0.00221578; 
Frame 1353, Rot 0.000713325, Dist 0.00210052; 
Frame 1354, Rot 0.000756551, Dist 0.00193573; 
Frame 1355, Rot 0.000556475, Dist 0.00185233; 
Frame 1356, Rot 0.000558074, Dist 0.00192185; 
Frame 1357, Rot 0.00101022, Dist 0.00175126; 
Frame 1358, Rot 0.00101469, Dist 0.00192882; 
Frame 1359, Rot 0.000851397, Dist 0.00175635; 
Frame 1360, Rot 0.000802408, Dist 0.00167584; 
Frame 1361, Rot 0.000426705, Dist 0.00152244; 
Frame 1362, Rot 0.00110679, Dist 0.00159335; 
Frame 1363, Rot 0.00133284, Dist 0.0011547; 
Frame 1364, Rot 0.000945439, Dist 0.00151492; 
Frame 1365, Rot 0.00156142, Dist 0.00141274; 
Frame 1366, Rot 0.00184945, Dist 0.00194559; 
Frame 1367, Rot 0.00295067, Dist 0.00175618; 
Frame 1368, Rot 0.00350417, Dist 0.00227217; 
Frame 1369, Rot 0.00488212, Dist 0.00174178; 
Frame 1370, Rot 0.00356737, Dist 0.00163653; 
Frame 1371, Rot 0.00122355, Dist 0.00273045; 
Frame 1372, Rot 0.000698436, Dist 0.00210767; 
Frame 1373, Rot 0.000227498, Dist 0.00188839; 
Frame 1374, Rot 0.000900206, Dist 0.000487561; 
Frame 1375, Rot 0.00283694, Dist 0.000990789; 
Frame 1376, Rot 0.00340228, Dist 0.000889301; 
Frame 1377, Rot 0.00404169, Dist 0.000960224; 
Frame 1378, Rot 0.00527363, Dist 0.00119116; 
Frame 1379, Rot 0.00384303, Dist 0.00104071; 
Frame 1380, Rot 0.00415092, Dist 0.000808107; 
Frame 1381, Rot 0.00421296, Dist 0.000756678; 
Frame 1382, Rot 0.0034896, Dist 0.000761738; 
Frame 1383, Rot 0.00300277, Dist 0.000907495; 
Frame 1384, Rot 0.00234051, Dist 0.000927629; 
Frame 1385, Rot 0.0020962, Dist 0.000712366; 
Frame 1386, Rot 0.00198192, Dist 0.00063755; 
Frame 1387, Rot 0.00120513, Dist 0.000746612; 
Frame 1388, Rot 0.000884225, Dist 0.000448208; 
Frame 1389, Rot 0.00158446, Dist 0.000824135; 
Frame 1390, Rot 0.0019831, Dist 0.000407507; 
Frame 1391, Rot 0.00110702, Dist 0.00039768; 
Frame 1392, Rot 0.000543414, Dist 0.000196304; 
Frame 1393, Rot 0.000918337, Dist 0.000266266; 
Frame 1394, Rot 0.00178791, Dist 0.000535455; 
Frame 1395, Rot 0.00174573, Dist 0.000641191; 
Frame 1396, Rot 0.000819618, Dist 0.000442432; 
Frame 1397, Rot 0.00151824, Dist 0.000575771; 
Frame 1398, Rot 0.00162347, Dist 0.000631679; 
Frame 1399, Rot 0.00201783, Dist 0.000665288; 
Frame 1400, Rot 0.00175699, Dist 0.000675325; 
Frame 1401, Rot 0.00186038, Dist 0.000762801; 
Frame 1402, Rot 0.00145521, Dist 0.000632955; 
Frame 1403, Rot 0.00166981, Dist 0.00066052; 
Frame 1404, Rot 0.00147771, Dist 0.00054117; 
